row ID,Time,Retweet from,User
Row619,5/13/2017 5:41,,elonmusk
Row620,5/13/2017 5:25,,elonmusk
Row621,5/13/2017 5:24,,elonmusk
Row622,5/12/2017 16:04,,elonmusk
Row623,5/12/2017 15:53,,elonmusk
Row624,5/12/2017 15:53,,elonmusk
Row625,5/12/2017 15:53,,elonmusk
Row626,5/12/2017 15:52,,elonmusk
Row627,5/12/2017 15:52,,elonmusk
Row628,5/12/2017 15:26,,elonmusk
Row629,5/12/2017 4:59,,elonmusk
Row630,5/11/2017 10:42,,elonmusk
Row631,5/11/2017 10:41,,elonmusk
Row632,5/11/2017 10:38,,elonmusk
Row633,5/11/2017 10:35,,elonmusk
Row634,5/11/2017 0:40,,elonmusk
Row635,5/10/2017 23:20,,elonmusk
Row636,5/10/2017 22:44,,elonmusk
Row637,5/10/2017 21:58,,elonmusk
Row638,5/10/2017 21:56,Tesla,elonmusk
Row639,5/10/2017 21:54,business,elonmusk
Row640,5/10/2017 21:53,ElectrekCo,elonmusk
Row641,5/10/2017 11:21,,elonmusk
Row642,5/10/2017 11:02,,elonmusk
Row643,5/10/2017 11:00,,elonmusk
Row644,5/10/2017 10:59,,elonmusk
Row645,5/10/2017 10:57,,elonmusk
Row646,5/10/2017 10:56,,elonmusk
Row647,5/10/2017 1:38,,elonmusk
Row648,5/10/2017 1:35,,elonmusk
Row649,5/8/2017 1:22,,elonmusk
Row650,5/7/2017 20:30,,elonmusk
Row651,5/5/2017 10:47,,elonmusk
Row652,5/5/2017 10:35,,elonmusk
Row653,5/5/2017 10:31,,elonmusk
Row654,5/5/2017 9:22,,elonmusk
Row655,5/5/2017 9:18,,elonmusk
Row656,5/5/2017 9:15,,elonmusk
Row657,5/5/2017 9:07,,elonmusk
Row658,5/5/2017 9:04,,elonmusk
Row659,5/5/2017 9:03,,elonmusk
Row660,5/5/2017 9:02,,elonmusk
Row661,5/5/2017 9:00,,elonmusk
Row662,5/4/2017 11:34,,elonmusk
Row663,5/2/2017 23:25,MrJc2012,elonmusk
Row664,5/1/2017 16:53,,elonmusk
Row665,5/1/2017 16:44,,elonmusk
Row666,5/1/2017 15:06,SpaceX,elonmusk
Row667,5/1/2017 14:36,,elonmusk
Row668,5/1/2017 14:26,SpaceX,elonmusk
Row669,5/1/2017 14:12,,elonmusk
Row670,5/1/2017 7:58,,elonmusk
Row671,5/1/2017 7:46,,elonmusk
Row672,5/1/2017 7:43,mashable,elonmusk
Row673,4/30/2017 4:13,SpaceX,elonmusk
Row674,4/29/2017 21:53,350,elonmusk
Row675,4/29/2017 0:00,,elonmusk
Row676,4/28/2017 23:59,,elonmusk
Row677,4/28/2017 23:57,,elonmusk
Row678,4/28/2017 23:18,,elonmusk
Row679,4/27/2017 5:54,XHNews,elonmusk
Row680,4/27/2017 4:52,,elonmusk
Row681,4/24/2017 20:37,Tesla,elonmusk
Row682,4/24/2017 19:55,,elonmusk
Row683,4/24/2017 19:51,,elonmusk
Row684,4/24/2017 6:48,,elonmusk
Row685,4/24/2017 3:25,realamberheard,elonmusk
Row686,4/24/2017 2:42,,elonmusk
Row687,4/23/2017 20:23,,elonmusk
Row688,4/20/2017 23:50,waitbutwhy,elonmusk
Row689,4/19/2017 22:17,Tesla,elonmusk
Row690,4/18/2017 22:19,AAAauto,elonmusk
Row691,4/18/2017 4:48,,elonmusk
Row692,4/18/2017 0:31,,elonmusk
Row693,4/17/2017 21:26,,elonmusk
Row694,4/13/2017 21:00,,elonmusk
Row695,4/13/2017 20:56,,elonmusk
Row696,4/13/2017 20:55,,elonmusk
Row697,4/13/2017 20:51,,elonmusk
Row698,4/12/2017 22:54,,elonmusk
Row699,4/12/2017 22:35,,elonmusk
Row700,4/12/2017 22:28,,elonmusk
Row701,4/12/2017 22:20,,elonmusk
Row702,4/7/2017 23:59,,elonmusk
Row703,4/7/2017 23:55,,elonmusk
Row704,4/7/2017 19:36,,elonmusk
Row705,4/6/2017 21:11,OpenAI,elonmusk
Row706,4/5/2017 17:56,,elonmusk
Row707,4/3/2017 23:01,,elonmusk
Row708,4/3/2017 19:59,,elonmusk
Row709,4/3/2017 19:30,,elonmusk
Row710,4/2/2017 9:05,,elonmusk
Row711,4/2/2017 9:04,,elonmusk
Row712,4/2/2017 9:02,,elonmusk
Row713,4/2/2017 7:57,,elonmusk
Row714,4/1/2017 21:44,,elonmusk
Row715,4/1/2017 21:39,,elonmusk
Row716,4/1/2017 21:25,OpenAI,elonmusk
Row717,4/1/2017 21:24,ProfBrianCox,elonmusk
Row718,4/1/2017 7:55,,elonmusk
Row719,4/1/2017 2:47,,elonmusk
Row720,3/31/2017 22:18,,elonmusk
Row721,3/31/2017 21:54,,elonmusk
Row722,3/31/2017 21:52,,elonmusk
Row723,3/31/2017 21:52,,elonmusk
Row724,3/31/2017 21:48,,elonmusk
Row725,3/31/2017 21:46,,elonmusk
Row726,3/31/2017 21:44,,elonmusk
Row727,3/31/2017 21:41,,elonmusk
Row728,3/31/2017 3:45,SpaceX,elonmusk
Row729,3/31/2017 3:36,,elonmusk
Row730,3/31/2017 2:39,,elonmusk
Row731,3/31/2017 1:43,SpaceX,elonmusk
Row732,3/31/2017 0:30,SpaceX,elonmusk
Row733,3/30/2017 21:06,SpaceX,elonmusk
Row734,3/30/2017 4:29,,elonmusk
Row735,3/30/2017 2:51,,elonmusk
Row736,3/29/2017 23:07,,elonmusk
Row737,3/28/2017 20:14,,elonmusk
Row738,3/28/2017 20:04,,elonmusk
Row739,3/28/2017 19:58,,elonmusk
Row740,3/28/2017 19:57,,elonmusk
Row741,3/28/2017 13:21,,elonmusk
Row742,3/28/2017 13:20,,elonmusk
Row743,3/28/2017 13:18,,elonmusk
Row744,3/28/2017 7:31,,elonmusk
Row745,3/25/2017 3:28,OpenAI,elonmusk
Row746,3/25/2017 0:34,,elonmusk
Row747,3/25/2017 0:28,,elonmusk
Row748,3/24/2017 22:24,,elonmusk
Row749,3/24/2017 21:24,,elonmusk
Row750,3/24/2017 20:13,,elonmusk
Row751,3/24/2017 19:50,,elonmusk
Row752,3/24/2017 19:25,,elonmusk
Row753,3/24/2017 17:22,PokerVixen,elonmusk
Row754,3/24/2017 17:21,RH_Way,elonmusk
Row755,3/24/2017 17:20,,elonmusk
Row756,3/24/2017 17:18,,elonmusk
Row757,3/24/2017 17:16,,elonmusk
Row758,3/24/2017 17:15,morrisonbrett,elonmusk
Row759,3/24/2017 17:12,,elonmusk
Row760,3/24/2017 17:10,arctechinc,elonmusk
Row761,3/24/2017 17:09,,elonmusk
Row762,3/24/2017 17:07,Herifin_teki,elonmusk
Row763,3/24/2017 17:06,,elonmusk
Row764,3/24/2017 17:05,,elonmusk
Row765,3/24/2017 17:05,,elonmusk
Row766,3/24/2017 17:03,,elonmusk
Row767,3/24/2017 17:01,RicardoTwumasi,elonmusk
Row768,3/24/2017 16:56,Shkottt,elonmusk
Row769,3/24/2017 16:55,,elonmusk
Row770,3/24/2017 16:54,,elonmusk
Row771,3/24/2017 16:52,,elonmusk
Row772,3/24/2017 16:50,,elonmusk
Row773,3/24/2017 16:49,danieltadros,elonmusk
Row774,3/24/2017 16:48,,elonmusk
Row775,3/24/2017 16:47,,elonmusk
Row776,3/24/2017 16:45,,elonmusk
Row777,3/24/2017 16:44,bobbykansara,elonmusk
Row778,3/24/2017 16:43,,elonmusk
Row779,3/24/2017 16:41,,elonmusk
Row780,3/24/2017 16:41,,elonmusk
Row781,3/24/2017 16:39,,elonmusk
Row782,3/24/2017 16:37,,elonmusk
Row783,3/24/2017 16:36,,elonmusk
Row784,3/24/2017 16:35,,elonmusk
Row785,3/24/2017 16:34,,elonmusk
Row786,3/24/2017 16:34,,elonmusk
Row787,3/24/2017 16:32,,elonmusk
Row788,3/24/2017 16:30,,elonmusk
Row789,3/24/2017 16:30,,elonmusk
Row790,3/24/2017 16:28,,elonmusk
Row791,3/24/2017 16:27,,elonmusk
Row792,3/24/2017 16:26,,elonmusk
Row793,3/24/2017 16:23,,elonmusk
Row794,3/24/2017 16:21,,elonmusk
Row795,3/24/2017 16:17,,elonmusk
Row796,3/24/2017 16:15,,elonmusk
Row797,3/24/2017 12:07,,elonmusk
Row798,3/24/2017 9:50,,elonmusk
Row799,3/24/2017 9:44,,elonmusk
Row800,3/24/2017 9:36,,elonmusk
Row801,3/24/2017 9:30,,elonmusk
Row802,3/24/2017 9:29,,elonmusk
Row803,3/24/2017 9:18,,elonmusk
Row804,3/23/2017 19:52,,elonmusk
Row805,3/22/2017 23:54,,elonmusk
Row806,3/22/2017 3:31,,elonmusk
Row807,3/22/2017 3:30,,elonmusk
Row808,3/22/2017 3:21,ryanrossuk,elonmusk
Row809,3/19/2017 18:50,SpaceX,elonmusk
Row810,3/16/2017 20:48,SpaceX,elonmusk
Row811,3/16/2017 17:42,SpaceX,elonmusk
Row812,3/16/2017 17:42,SpaceX,elonmusk
Row813,3/16/2017 17:11,SpaceX,elonmusk
Row814,3/16/2017 6:39,,elonmusk
Row815,3/14/2017 10:21,,elonmusk
Row816,3/14/2017 10:19,,elonmusk
Row817,3/14/2017 10:17,,elonmusk
Row818,3/13/2017 3:26,,elonmusk
Row819,3/12/2017 23:43,,elonmusk
Row820,3/12/2017 23:41,,elonmusk
Row821,3/12/2017 23:39,,elonmusk
Row822,3/12/2017 23:37,,elonmusk
Row823,3/12/2017 23:32,,elonmusk
Row824,3/12/2017 21:40,,elonmusk
Row825,3/12/2017 6:25,,elonmusk
Row826,3/12/2017 5:59,,elonmusk
Row827,3/12/2017 5:51,,elonmusk
Row828,3/12/2017 5:43,,elonmusk
Row829,3/11/2017 5:53,,elonmusk
Row830,3/10/2017 9:27,,elonmusk
Row831,3/10/2017 9:05,,elonmusk
Row832,3/10/2017 4:50,,elonmusk
Row833,3/6/2017 3:57,,elonmusk
Row834,3/6/2017 3:41,,elonmusk
Row835,3/6/2017 3:34,,elonmusk
Row836,3/6/2017 3:14,,elonmusk
Row837,3/6/2017 3:01,Tesla,elonmusk
Row838,3/2/2017 3:31,,elonmusk
Row839,2/28/2017 7:10,,elonmusk
Row840,2/28/2017 7:08,,elonmusk
Row841,2/27/2017 23:34,,elonmusk
Row842,2/27/2017 3:10,,elonmusk
Row843,2/25/2017 7:32,,elonmusk
Row844,2/25/2017 6:49,,elonmusk
Row845,2/25/2017 6:46,,elonmusk
Row846,2/24/2017 20:59,,elonmusk
Row847,2/24/2017 20:01,,elonmusk
Row848,2/24/2017 20:00,,elonmusk
Row849,2/24/2017 19:51,,elonmusk
Row850,2/24/2017 19:22,,elonmusk
Row851,2/23/2017 14:22,,elonmusk
Row852,2/19/2017 22:20,,elonmusk
Row853,2/19/2017 17:08,,elonmusk
Row854,2/19/2017 17:06,,elonmusk
Row855,2/19/2017 17:02,SpaceX,elonmusk
Row856,2/19/2017 16:58,,elonmusk
Row857,2/19/2017 16:57,NASA,elonmusk
Row858,2/18/2017 18:47,,elonmusk
Row859,2/18/2017 18:37,,elonmusk
Row860,2/18/2017 18:14,,elonmusk
Row861,2/18/2017 18:05,,elonmusk
Row862,2/18/2017 17:47,,elonmusk
Row863,2/18/2017 17:21,,elonmusk
Row864,2/18/2017 17:11,,elonmusk
Row865,2/18/2017 16:04,SpaceX,elonmusk
Row866,2/18/2017 10:35,,elonmusk
Row867,2/18/2017 10:27,NASA,elonmusk
Row868,2/18/2017 10:26,,elonmusk
Row869,2/18/2017 10:07,,elonmusk
Row870,2/18/2017 5:07,,elonmusk
Row871,2/17/2017 19:45,,elonmusk
Row872,2/17/2017 17:55,,elonmusk
Row873,2/17/2017 8:42,,elonmusk
Row874,2/17/2017 1:46,,elonmusk
Row875,2/16/2017 6:47,,elonmusk
Row876,2/16/2017 6:39,,elonmusk
Row877,2/16/2017 6:36,,elonmusk
Row878,2/16/2017 6:35,,elonmusk
Row879,2/16/2017 6:33,,elonmusk
Row880,2/16/2017 6:31,,elonmusk
Row881,2/16/2017 6:29,,elonmusk
Row882,2/16/2017 6:21,,elonmusk
Row883,2/15/2017 23:06,,elonmusk
Row884,2/15/2017 23:05,,elonmusk
Row885,2/15/2017 22:52,,elonmusk
Row886,2/15/2017 4:33,,elonmusk
Row887,2/11/2017 4:18,,elonmusk
Row888,2/10/2017 22:17,,elonmusk
Row889,2/10/2017 4:51,,elonmusk
Row890,2/10/2017 3:17,,elonmusk
Row891,2/10/2017 1:27,Tesla,elonmusk
Row892,2/9/2017 3:58,,elonmusk
Row893,2/8/2017 23:49,,elonmusk
Row894,2/8/2017 23:31,,elonmusk
Row895,2/8/2017 23:29,,elonmusk
Row896,2/8/2017 22:48,SpaceX,elonmusk
Row897,2/8/2017 20:27,,elonmusk
Row898,2/7/2017 21:18,,elonmusk
Row899,2/7/2017 20:03,,elonmusk
Row900,2/7/2017 19:13,,elonmusk
Row901,2/7/2017 18:23,,elonmusk
Row902,2/7/2017 18:11,,elonmusk
Row903,2/7/2017 18:08,,elonmusk
Row904,2/7/2017 17:12,,elonmusk
Row905,2/7/2017 17:06,,elonmusk
Row906,2/7/2017 17:00,,elonmusk
Row907,2/7/2017 7:40,verge,elonmusk
Row908,2/5/2017 21:13,,elonmusk
Row909,2/5/2017 20:59,SteveCase,elonmusk
Row910,2/5/2017 20:52,,elonmusk
Row911,2/5/2017 20:50,,elonmusk
Row912,2/5/2017 20:48,,elonmusk
Row913,2/5/2017 20:41,,elonmusk
Row914,2/5/2017 20:41,,elonmusk
Row915,2/5/2017 20:30,,elonmusk
Row916,2/5/2017 20:21,,elonmusk
Row917,2/5/2017 20:12,,elonmusk
Row918,2/5/2017 20:07,,elonmusk
Row919,2/5/2017 20:05,,elonmusk
Row920,2/5/2017 20:03,,elonmusk
Row921,2/5/2017 20:00,,elonmusk
Row922,2/5/2017 19:58,,elonmusk
Row923,2/5/2017 19:58,,elonmusk
Row924,2/5/2017 19:55,,elonmusk
Row925,2/5/2017 19:53,,elonmusk
Row926,2/5/2017 19:52,,elonmusk
Row927,2/5/2017 19:47,,elonmusk
Row928,2/5/2017 19:46,,elonmusk
Row929,2/5/2017 19:43,,elonmusk
Row930,2/5/2017 19:40,,elonmusk
Row931,2/5/2017 19:40,,elonmusk
Row932,2/5/2017 19:27,,elonmusk
Row933,2/5/2017 19:26,,elonmusk
Row934,2/5/2017 19:23,,elonmusk
Row935,2/5/2017 19:20,,elonmusk
Row936,2/5/2017 19:19,,elonmusk
Row937,2/5/2017 19:18,,elonmusk
Row938,2/5/2017 19:16,,elonmusk
Row939,2/5/2017 19:12,,elonmusk
Row940,2/5/2017 19:11,,elonmusk
Row941,2/5/2017 19:09,,elonmusk
Row942,2/5/2017 19:02,,elonmusk
Row943,2/5/2017 19:01,,elonmusk
Row944,2/5/2017 18:55,,elonmusk
Row945,2/5/2017 18:53,,elonmusk
Row946,2/5/2017 18:51,,elonmusk
Row947,2/5/2017 18:50,,elonmusk
Row948,2/5/2017 18:48,,elonmusk
Row949,2/5/2017 18:42,,elonmusk
Row950,2/5/2017 18:42,,elonmusk
Row951,2/5/2017 18:39,,elonmusk
Row952,2/5/2017 18:35,,elonmusk
Row953,2/5/2017 18:28,Tesla,elonmusk
Row954,2/5/2017 1:12,,elonmusk
Row955,2/5/2017 0:19,,elonmusk
Row956,2/5/2017 0:16,,elonmusk
Row957,2/5/2017 0:08,,elonmusk
Row958,2/5/2017 0:02,,elonmusk
Row959,2/5/2017 0:01,,elonmusk
Row960,2/4/2017 23:56,,elonmusk
Row961,2/4/2017 22:52,,elonmusk
Row962,2/4/2017 21:00,,elonmusk
Row963,2/4/2017 19:14,,elonmusk
Row964,2/4/2017 19:07,,elonmusk
Row965,2/4/2017 19:03,,elonmusk
Row966,2/4/2017 18:57,,elonmusk
Row967,2/4/2017 18:39,,elonmusk
Row968,2/4/2017 14:02,,elonmusk
Row969,2/4/2017 13:57,,elonmusk
Row970,2/4/2017 5:29,,elonmusk
Row971,2/4/2017 3:38,,elonmusk
Row972,2/4/2017 2:52,,elonmusk
Row973,2/3/2017 3:39,,elonmusk
Row974,2/2/2017 21:24,,elonmusk
Row975,2/2/2017 7:23,WIRED,elonmusk
Row976,1/31/2017 4:53,,elonmusk
Row977,1/30/2017 21:31,,elonmusk
Row978,1/30/2017 21:26,,elonmusk
Row979,1/30/2017 21:24,Tesla,elonmusk
Row980,1/30/2017 19:50,,elonmusk
Row981,1/30/2017 19:34,,elonmusk
Row982,1/30/2017 12:52,,elonmusk
Row983,1/30/2017 7:18,,elonmusk
Row984,1/30/2017 7:09,Hyperloop,elonmusk
Row985,1/30/2017 7:08,Hyperloop,elonmusk
Row986,1/30/2017 2:05,Hyperloop,elonmusk
Row987,1/30/2017 1:11,,elonmusk
Row988,1/29/2017 23:34,,elonmusk
Row989,1/29/2017 22:53,,elonmusk
Row990,1/29/2017 2:42,,elonmusk
Row991,1/29/2017 2:35,,elonmusk
Row992,1/29/2017 2:34,,elonmusk
Row993,1/28/2017 7:23,,elonmusk
Row994,1/28/2017 6:53,,elonmusk
Row995,1/28/2017 2:18,techinsider,elonmusk
Row996,1/27/2017 20:32,,elonmusk
Row997,1/27/2017 19:43,,elonmusk
Row998,1/27/2017 13:29,Hyperloop,elonmusk
Row999,1/26/2017 3:06,Gizmodo,elonmusk
Row1000,1/25/2017 18:57,,elonmusk
Row1001,1/25/2017 11:11,,elonmusk
Row1002,1/25/2017 11:09,,elonmusk
Row1003,1/25/2017 11:08,,elonmusk
Row1004,1/25/2017 11:08,,elonmusk
Row1005,1/25/2017 8:59,,elonmusk
Row1006,1/25/2017 8:53,Gizmodo,elonmusk
Row1007,1/25/2017 8:50,,elonmusk
Row1008,1/25/2017 8:27,,elonmusk
Row1009,1/25/2017 7:25,,elonmusk
Row1010,1/25/2017 6:37,,elonmusk
Row1011,1/25/2017 2:47,,elonmusk
Row1012,1/25/2017 2:43,,elonmusk
Row1013,1/25/2017 2:41,,elonmusk
Row1014,1/25/2017 2:40,,elonmusk
Row1015,1/24/2017 23:59,,elonmusk
Row1016,1/24/2017 23:57,,elonmusk
Row1017,1/24/2017 23:51,,elonmusk
Row1018,1/24/2017 23:46,,elonmusk
Row1019,1/24/2017 17:29,,elonmusk
Row1020,1/24/2017 5:06,neiltyson,elonmusk
Row1021,1/24/2017 5:00,,elonmusk
Row1022,1/23/2017 22:44,,elonmusk
Row1023,1/22/2017 20:22,,elonmusk
Row1024,1/22/2017 19:02,,elonmusk
Row1025,1/22/2017 18:57,,elonmusk
Row1026,1/22/2017 18:55,,elonmusk
Row1027,1/22/2017 3:55,,elonmusk
Row1028,1/22/2017 3:51,,elonmusk
Row1029,1/22/2017 3:49,,elonmusk
Row1030,1/22/2017 3:38,,elonmusk
Row1031,1/22/2017 0:17,,elonmusk
Row1032,1/22/2017 0:13,,elonmusk
Row1033,1/21/2017 23:57,,elonmusk
Row1034,1/21/2017 23:52,,elonmusk
Row1035,1/21/2017 23:43,,elonmusk
Row1036,1/21/2017 22:46,,elonmusk
Row1037,1/19/2017 22:35,,elonmusk
Row1038,1/19/2017 22:14,tsrandall,elonmusk
Row1039,1/19/2017 19:18,,elonmusk
Row1040,1/19/2017 19:17,,elonmusk
Row1041,1/19/2017 19:15,,elonmusk
Row1042,1/19/2017 19:11,,elonmusk
Row1043,1/19/2017 19:10,,elonmusk
Row1044,1/19/2017 19:09,,elonmusk
Row1045,1/19/2017 18:05,,elonmusk
Row1046,1/19/2017 17:31,BBC_TopGear,elonmusk
Row1047,1/18/2017 21:56,SpaceX,elonmusk
Row1048,1/18/2017 9:51,,elonmusk
Row1049,1/16/2017 12:08,,elonmusk
Row1050,1/16/2017 12:07,,elonmusk
Row1051,1/16/2017 12:05,,elonmusk
Row1052,1/16/2017 12:04,,elonmusk
Row1053,1/16/2017 12:03,,elonmusk
Row1054,1/16/2017 11:55,,elonmusk
Row1055,1/16/2017 0:26,,elonmusk
Row1056,1/15/2017 9:33,,elonmusk
Row1057,1/15/2017 6:56,,elonmusk
Row1058,1/15/2017 1:24,SpaceX,elonmusk
Row1059,1/14/2017 21:12,,elonmusk
Row1060,1/14/2017 21:05,,elonmusk
Row1061,1/14/2017 19:33,SpaceX,elonmusk
Row1062,1/14/2017 0:37,SpaceX,elonmusk
Row1063,1/13/2017 5:32,Tesla,elonmusk
Row1064,1/12/2017 23:57,,elonmusk
Row1065,1/12/2017 23:56,,elonmusk
Row1066,1/12/2017 23:55,,elonmusk
Row1067,1/12/2017 23:54,,elonmusk
Row1068,1/12/2017 23:43,,elonmusk
Row1069,1/12/2017 23:41,,elonmusk
Row1070,1/12/2017 20:16,,elonmusk
Row1071,1/12/2017 20:08,,elonmusk
Row1072,1/11/2017 5:03,,elonmusk
Row1073,1/11/2017 4:52,,elonmusk
Row1074,1/11/2017 2:40,,elonmusk
Row1075,1/11/2017 1:58,Tesla,elonmusk
Row1076,1/11/2017 1:57,,elonmusk
Row1077,1/8/2017 15:46,,elonmusk
Row1078,1/8/2017 15:43,,elonmusk
Row1079,1/8/2017 15:41,,elonmusk
Row1080,1/7/2017 5:55,,elonmusk
Row1081,1/7/2017 1:12,,elonmusk
Row1082,1/5/2017 23:40,,elonmusk
Row1083,12/31/2016 23:30,,elonmusk
Row1084,12/31/2016 4:47,,elonmusk
Row1085,12/31/2016 4:40,,elonmusk
Row1086,12/31/2016 4:34,,elonmusk
Row1087,12/30/2016 21:44,,elonmusk
Row1088,12/30/2016 16:14,IridiumComm,elonmusk
Row1089,12/30/2016 2:21,,elonmusk
Row1090,12/27/2016 23:01,ElectrekCo,elonmusk
Row1091,12/25/2016 1:21,,elonmusk
Row1092,12/24/2016 22:07,,elonmusk
Row1093,12/24/2016 19:21,,elonmusk
Row1094,12/24/2016 19:18,,elonmusk
Row1095,12/24/2016 19:15,,elonmusk
Row1096,12/24/2016 19:13,,elonmusk
Row1097,12/24/2016 18:54,,elonmusk
Row1098,12/24/2016 18:41,,elonmusk
Row1099,12/24/2016 18:15,,elonmusk
Row1100,12/24/2016 18:10,,elonmusk
Row1101,12/24/2016 18:03,,elonmusk
Row1102,12/24/2016 18:02,,elonmusk
Row1103,12/24/2016 17:57,,elonmusk
Row1104,12/24/2016 3:02,,elonmusk
Row1105,12/24/2016 2:58,,elonmusk
Row1106,12/24/2016 1:34,,elonmusk
Row1107,12/24/2016 1:30,,elonmusk
Row1108,12/24/2016 1:29,,elonmusk
Row1109,12/23/2016 3:24,,elonmusk
Row1110,12/23/2016 3:24,,elonmusk
Row1111,12/23/2016 3:23,,elonmusk
Row1112,12/23/2016 3:20,,elonmusk
Row1113,12/23/2016 3:18,,elonmusk
Row1114,12/23/2016 3:01,,elonmusk
Row1115,12/22/2016 23:15,,elonmusk
Row1116,12/22/2016 2:59,,elonmusk
Row1117,12/21/2016 18:27,,elonmusk
Row1118,12/18/2016 6:13,,elonmusk
Row1119,12/18/2016 5:57,,elonmusk
Row1120,12/17/2016 18:17,,elonmusk
Row1121,12/17/2016 16:52,,elonmusk
Row1122,12/17/2016 16:16,,elonmusk
Row1123,12/17/2016 16:15,,elonmusk
Row1124,12/17/2016 15:05,,elonmusk
Row1125,12/11/2016 5:21,,elonmusk
Row1126,12/11/2016 5:20,,elonmusk
Row1127,12/10/2016 0:42,,elonmusk
Row1128,12/8/2016 23:31,,elonmusk
Row1129,12/7/2016 10:26,,elonmusk
Row1130,12/5/2016 21:53,OpenAI,elonmusk
Row1131,12/5/2016 10:54,OpenAI,elonmusk
Row1132,12/1/2016 8:07,,elonmusk
Row1133,11/28/2016 18:08,Tesla,elonmusk
Row1134,11/27/2016 5:00,,elonmusk
Row1135,11/24/2016 1:45,,elonmusk
Row1136,11/24/2016 1:35,thedrive,elonmusk
Row1137,11/24/2016 1:33,,elonmusk
Row1138,11/22/2016 20:04,,elonmusk
Row1139,11/22/2016 19:28,,elonmusk
Row1140,11/22/2016 19:20,,elonmusk
Row1141,11/22/2016 18:12,,elonmusk
Row1142,11/22/2016 18:10,,elonmusk
Row1143,11/22/2016 17:39,ElectrekCo,elonmusk
Row1144,11/22/2016 17:36,Tesla,elonmusk
Row1145,11/21/2016 16:17,newscientist,elonmusk
Row1146,11/19/2016 11:42,,elonmusk
Row1147,11/19/2016 11:40,,elonmusk
Row1148,11/19/2016 11:38,,elonmusk
Row1149,11/19/2016 11:34,,elonmusk
Row1150,11/19/2016 11:33,,elonmusk
Row1151,11/19/2016 11:31,,elonmusk
Row1152,11/19/2016 11:27,,elonmusk
Row1153,11/19/2016 1:21,TechCrunch,elonmusk
Row1154,11/18/2016 19:51,garrett_bauman,elonmusk
Row1155,11/18/2016 19:48,,elonmusk
Row1156,11/18/2016 19:47,Tesla,elonmusk
Row1157,11/18/2016 9:41,SpaceX,elonmusk
Row1158,11/17/2016 23:51,,elonmusk
Row1159,11/17/2016 21:10,TheEconomist,elonmusk
Row1160,11/17/2016 7:22,,elonmusk
Row1161,11/17/2016 2:40,tsrandall,elonmusk
Row1162,11/16/2016 22:22,,elonmusk
Row1163,11/16/2016 22:20,,elonmusk
Row1164,11/16/2016 22:07,,elonmusk
Row1165,11/16/2016 20:07,,elonmusk
Row1166,11/16/2016 15:53,,elonmusk
Row1167,11/16/2016 8:03,NatGeo,elonmusk
Row1168,11/16/2016 8:02,RealRonHoward,elonmusk
Row1169,11/15/2016 5:42,,elonmusk
Row1170,11/15/2016 5:19,NASA,elonmusk
Row1171,11/10/2016 20:56,Tesla,elonmusk
Row1172,11/10/2016 2:22,ggreenwald,elonmusk
Row1173,11/9/2016 0:01,Tesla,elonmusk
Row1174,11/8/2016 16:57,Tesla,elonmusk
Row1175,11/7/2016 11:58,,elonmusk
Row1176,11/6/2016 23:37,,elonmusk
Row1177,11/5/2016 20:12,,elonmusk
Row1178,11/5/2016 18:34,,elonmusk
Row1179,11/5/2016 7:12,,elonmusk
Row1180,11/5/2016 7:11,,elonmusk
Row1181,11/5/2016 5:55,,elonmusk
Row1182,11/5/2016 4:23,,elonmusk
Row1183,11/5/2016 2:30,,elonmusk
Row1184,11/5/2016 1:15,,elonmusk
Row1185,11/5/2016 0:41,,elonmusk
Row1186,11/5/2016 0:39,,elonmusk
Row1187,11/4/2016 19:04,,elonmusk
Row1188,11/4/2016 18:45,,elonmusk
Row1189,11/4/2016 18:44,,elonmusk
Row1190,11/4/2016 18:42,,elonmusk
Row1191,11/4/2016 18:41,,elonmusk
Row1192,11/4/2016 18:40,,elonmusk
Row1193,11/4/2016 18:36,,elonmusk
Row1194,11/4/2016 18:34,,elonmusk
Row1195,11/4/2016 18:34,,elonmusk
Row1196,11/4/2016 18:33,,elonmusk
Row1197,11/4/2016 18:30,,elonmusk
Row1198,11/4/2016 18:20,,elonmusk
Row1199,11/4/2016 18:19,,elonmusk
Row1200,11/4/2016 18:15,,elonmusk
Row1201,11/4/2016 18:14,,elonmusk
Row1202,11/4/2016 18:12,,elonmusk
Row1203,11/4/2016 17:10,,elonmusk
Row1204,11/4/2016 17:05,,elonmusk
Row1205,11/4/2016 16:55,,elonmusk
Row1206,11/4/2016 16:53,,elonmusk
Row1207,11/4/2016 16:37,,elonmusk
Row1208,11/4/2016 16:35,,elonmusk
Row1209,11/3/2016 18:55,,elonmusk
Row1210,11/3/2016 18:47,,elonmusk
Row1211,11/3/2016 17:36,,elonmusk
Row1212,11/3/2016 17:31,,elonmusk
Row1213,11/2/2016 9:05,,elonmusk
Row1214,11/2/2016 9:00,Tesla,elonmusk
Row1215,10/29/2016 7:25,,elonmusk
Row1216,10/29/2016 7:24,,elonmusk
Row1217,10/29/2016 7:15,,elonmusk
Row1218,10/29/2016 7:13,,elonmusk
Row1219,10/29/2016 7:11,Tesla,elonmusk
Row1220,10/29/2016 6:56,,elonmusk
Row1221,10/29/2016 6:21,jodyfisher,elonmusk
Row1222,10/29/2016 6:13,CNBC,elonmusk
